Data;Abertura;Max;Min;Fechamento;Fechamento_Ajustado;Volume
Oct 12, 2020;141.70;142.65;140.57;141.01;119.10;1,834,186
Oct 9, 2020;141.20;142.54;140.43;141.56;119.56;2,410,538
Oct 8, 2020;139.88;140.59;138.90;140.23;118.44;2,275,510
Oct 7, 2020;138.04;140.26;137.47;139.21;117.58;2,577,858
Oct 6, 2020;136.66;138.55;135.31;135.64;114.57;2,418,192
Oct 5, 2020;135.66;136.71;135.25;136.08;114.94;1,742,572
Oct 2, 2020;130.83;135.40;130.64;134.08;113.25;2,115,246
Oct 1, 2020;134.34;135.37;131.87;132.77;112.14;2,378,964
Sep 30, 2020;134.56;136.37;132.62;133.93;113.12;3,656,052
Sep 29, 2020;135.18;135.41;132.76;133.62;112.86;2,400,013
Sep 28, 2020;135.45;137.24;134.89;135.17;114.17;2,509,806
Sep 25, 2020;133.20;134.60;132.83;134.01;113.18;2,330,884
Sep 24, 2020;133.28;135.42;132.17;134.13;113.29;1,877,361
Sep 23, 2020;135.89;137.32;133.04;133.37;112.65;2,688,847
Sep 22, 2020;134.67;136.85;134.13;135.74;114.65;2,516,145
Sep 21, 2020;138.78;139.36;133.48;134.92;113.95;4,678,393
Sep 18, 2020;143.86;144.46;141.70;141.76;119.74;4,885,062
Sep 17, 2020;140.47;144.82;139.79;144.13;121.74;3,296,296
Sep 16, 2020;140.36;143.06;140.06;141.73;119.71;3,506,313
Sep 15, 2020;142.03;142.08;138.94;139.27;117.63;2,459,335
Sep 14, 2020;140.18;141.66;139.16;140.85;118.97;2,707,983
Sep 11, 2020;136.66;139.38;136.34;138.94;117.35;2,031,406
Sep 10, 2020;139.00;139.36;136.08;136.41;115.22;2,456,823
Sep 9, 2020;137.12;139.92;137.12;138.55;117.02;3,255,153
Sep 8, 2020;138.44;138.49;135.35;136.43;115.23;3,425,224
Sep 4, 2020;140.62;141.40;137.04;138.60;117.07;3,907,332
Sep 3, 2020;142.14;142.49;137.95;139.06;117.45;4,163,635
Sep 2, 2020;138.09;142.14;138.08;141.73;119.71;4,716,665
Sep 1, 2020;135.59;138.42;135.15;137.79;116.38;3,469,716
Aug 31, 2020;138.09;138.59;135.53;136.30;115.13;3,445,796
Aug 28, 2020;137.66;138.94;137.06;138.51;116.99;3,643,375
Aug 27, 2020;137.54;138.26;136.44;137.19;115.88;2,781,776
Aug 26, 2020;136.18;137.77;135.19;137.04;115.75;2,994,066
Aug 25, 2020;137.84;138.17;135.80;136.37;115.18;2,318,446
Aug 24, 2020;135.08;137.08;134.74;136.73;115.49;3,114,862
Aug 21, 2020;134.56;136.03;134.40;135.21;114.20;2,398,698
Aug 20, 2020;136.30;136.84;135.77;136.26;114.05;2,380,399
Aug 19, 2020;137.91;138.54;136.94;137.10;114.75;2,407,309
Aug 18, 2020;137.48;138.33;136.92;137.44;115.04;1,816,844
Aug 17, 2020;138.10;139.11;136.83;137.72;115.27;2,473,448
Aug 14, 2020;137.63;139.05;137.56;138.88;116.24;1,922,331
Aug 13, 2020;138.39;140.04;137.75;138.68;116.08;3,449,264
Aug 12, 2020;137.96;138.75;136.58;137.34;114.96;2,486,723
Aug 11, 2020;137.23;139.33;136.32;136.61;114.34;4,502,342
Aug 10, 2020;132.57;135.12;132.57;134.98;112.98;2,718,269
Aug 7, 2020;130.43;132.46;129.66;132.38;110.81;2,612,423
Aug 6, 2020;130.38;130.84;129.33;130.43;109.18;3,451,417
Aug 5, 2020;127.22;129.93;127.17;129.89;108.72;3,162,702
Aug 4, 2020;125.33;126.45;125.13;126.43;105.82;2,314,858
Aug 3, 2020;126.33;126.61;124.84;125.76;105.26;2,708,820
Jul 31, 2020;126.82;126.88;124.41;125.81;105.31;3,906,614
Jul 30, 2020;129.02;129.36;126.56;127.19;106.46;3,723,148
Jul 29, 2020;130.85;131.71;129.53;130.64;109.35;3,973,949
Jul 28, 2020;129.99;131.67;128.60;129.87;108.71;9,255,605
Jul 27, 2020;133.39;136.61;133.22;136.49;114.24;3,825,406
Jul 24, 2020;133.82;135.12;132.71;133.65;111.86;3,019,541
Jul 23, 2020;132.94;133.49;132.41;133.19;111.48;3,223,340
Jul 22, 2020;131.63;133.72;131.29;132.70;111.07;2,271,922
Jul 21, 2020;131.27;133.47;131.26;131.94;110.44;3,297,611
Jul 20, 2020;132.82;132.83;130.74;130.74;109.43;2,140,960
Jul 17, 2020;134.50;135.08;133.37;133.64;111.86;3,051,833
Jul 16, 2020;133.15;134.54;132.14;134.20;112.32;2,154,594
Jul 15, 2020;133.76;134.93;133.15;133.22;111.51;4,152,871
Jul 14, 2020;129.43;133.14;128.70;132.56;110.95;3,825,884
Jul 13, 2020;129.06;131.21;128.90;129.43;108.34;2,652,489
Jul 10, 2020;126.83;128.14;126.25;127.80;106.97;2,337,582
Jul 9, 2020;128.70;129.36;126.29;126.63;105.99;2,619,240
Jul 8, 2020;129.66;130.10;128.65;129.25;108.18;1,987,752
Jul 7, 2020;130.50;131.35;129.34;129.45;108.35;1,879,753
Jul 6, 2020;132.83;133.75;131.31;132.19;110.64;2,511,002
Jul 2, 2020;131.79;132.84;130.82;131.30;109.90;2,371,429
Jul 1, 2020;130.72;131.94;129.86;129.96;108.78;1,944,218
Jun 30, 2020;129.52;131.03;128.80;130.43;109.17;3,518,154
Jun 29, 2020;128.68;130.86;128.33;130.08;108.87;2,565,540
Jun 26, 2020;129.26;129.41;126.70;127.53;106.74;3,380,374
Jun 25, 2020;127.13;129.64;125.50;129.32;108.24;2,464,597
Jun 24, 2020;130.68;131.05;126.85;127.27;106.53;3,639,189
Jun 23, 2020;132.07;132.67;130.64;131.97;110.46;2,752,953
Jun 22, 2020;131.27;131.62;130.00;131.01;109.66;2,416,996
Jun 19, 2020;134.91;135.53;130.83;132.23;110.68;7,660,619
Jun 18, 2020;132.17;133.64;131.76;133.12;111.42;2,160,096
Jun 17, 2020;133.95;134.51;132.92;133.13;111.43;2,050,662
Jun 16, 2020;136.16;136.61;131.18;133.50;111.74;4,050,493
Jun 15, 2020;126.15;133.46;125.83;131.88;110.39;4,896,185
Jun 12, 2020;130.67;131.62;126.86;129.49;108.38;3,586,565
Jun 11, 2020;133.83;133.99;127.35;127.41;106.64;5,999,854
Jun 10, 2020;139.55;139.92;136.96;137.04;114.70;3,051,355
Jun 9, 2020;138.36;140.43;137.19;139.38;116.66;3,781,274
Jun 8, 2020;139.72;141.76;138.19;139.52;116.78;3,573,170
Jun 5, 2020;137.96;140.76;137.96;139.97;117.16;5,414,531
Jun 4, 2020;133.58;135.94;133.09;135.91;113.76;3,445,317
Jun 3, 2020;133.24;135.17;132.54;134.79;112.82;4,394,463
Jun 2, 2020;131.06;132.61;130.96;131.81;110.32;2,791,225
Jun 1, 2020;130.39;131.73;129.51;130.08;108.88;2,491,746
May 29, 2020;130.02;131.16;127.97;130.80;109.48;10,324,111
May 28, 2020;132.70;133.67;128.87;131.12;109.75;8,049,917
May 27, 2020;128.75;132.24;128.21;132.23;110.68;7,243,335
May 26, 2020;125.78;127.91;124.75;127.16;106.43;5,521,095
May 22, 2020;121.86;122.61;120.90;122.44;102.48;3,183,034
May 21, 2020;123.53;124.28;121.52;121.91;102.04;3,335,764
May 20, 2020;125.31;126.61;124.44;125.15;103.72;4,100,845
May 19, 2020;124.16;126.80;123.22;124.06;102.82;4,855,640
May 18, 2020;119.70;125.18;119.16;124.81;103.44;7,196,452
May 15, 2020;112.48;116.11;112.21;115.96;96.11;12,095,985
May 14, 2020;112.88;113.84;109.63;113.70;94.24;7,053,649
May 13, 2020;117.65;117.67;112.88;113.81;94.33;5,747,976
May 12, 2020;122.53;123.09;118.27;118.33;98.07;3,623,880
May 11, 2020;123.60;123.71;121.73;121.85;100.99;3,629,382
May 8, 2020;122.98;124.73;122.39;124.17;102.91;2,594,961
May 7, 2020;123.49;123.62;121.15;121.86;100.99;3,349,757
May 6, 2020;123.57;123.89;122.07;122.24;101.31;2,593,646
May 5, 2020;125.33;125.42;122.99;123.27;102.16;2,713,963
May 4, 2020;124.20;124.21;122.12;124.08;102.84;2,666,841
May 1, 2020;124.83;125.45;123.52;124.25;102.98;3,499,974
Apr 30, 2020;129.02;129.55;126.88;127.02;105.28;4,386,689
Apr 29, 2020;132.56;133.96;129.74;130.65;108.28;4,768,572
Apr 28, 2020;133.80;136.35;129.77;131.78;109.22;9,919,744
Apr 27, 2020;123.75;129.17;123.65;128.47;106.47;5,555,300
Apr 24, 2020;121.38;123.19;120.66;122.91;101.87;2,687,532
Apr 23, 2020;120.89;123.39;120.30;120.68;100.02;3,092,019
Apr 22, 2020;119.87;120.80;118.49;120.08;99.52;3,288,522
Apr 21, 2020;118.94;119.37;117.47;118.42;98.15;2,787,996
Apr 20, 2020;121.03;122.93;120.11;120.13;99.56;3,460,028
Apr 17, 2020;123.28;124.16;121.07;122.46;101.49;6,450,148
Apr 16, 2020;121.46;122.45;119.76;121.15;100.41;4,987,798
Apr 15, 2020;123.90;124.21;121.15;121.37;100.59;3,640,504
Apr 14, 2020;125.10;126.24;123.79;125.54;104.04;3,968,806
Apr 13, 2020;123.33;124.23;121.49;122.41;101.45;3,160,191
Apr 9, 2020;124.13;125.19;122.53;123.56;102.41;5,721,305
Apr 8, 2020;121.85;125.18;120.33;124.57;103.25;3,673,036
Apr 7, 2020;123.33;125.95;120.74;120.90;100.20;6,573,575
Apr 6, 2020;115.27;118.10;114.46;117.64;97.50;6,745,081
Apr 3, 2020;113.72;114.92;111.12;111.86;92.71;4,291,607
Apr 2, 2020;110.67;115.56;110.45;115.31;95.57;4,772,399
Apr 1, 2020;110.37;113.58;109.54;111.32;92.26;4,518,010
Mar 31, 2020;113.45;116.59;113.44;114.14;94.60;4,321,985
Mar 30, 2020;110.58;115.39;109.58;115.17;95.45;4,627,922
Mar 27, 2020;111.06;114.61;109.46;111.40;92.33;5,097,711
Mar 26, 2020;110.19;114.03;109.21;113.86;94.37;8,033,532
Mar 25, 2020;111.33;112.62;106.02;109.98;91.15;9,260,030
Mar 24, 2020;102.25;111.58;101.17;110.97;91.97;11,136,793
Mar 23, 2020;107.16;107.36;95.35;98.55;81.68;9,489,423
Mar 20, 2020;115.44;116.42;102.60;104.42;86.54;11,468,683
Mar 19, 2020;115.14;117.21;111.15;114.97;95.29;7,613,377
Mar 18, 2020;107.41;116.53;107.35;114.57;94.95;8,205,038
Mar 17, 2020;110.32;114.36;108.37;112.41;93.16;7,816,338
Mar 16, 2020;108.58;113.29;107.03;109.46;90.72;8,899,197
Mar 13, 2020;117.90;118.47;109.53;118.46;98.18;7,870,039
Mar 12, 2020;117.02;118.49;108.98;111.69;92.57;9,826,097
Mar 11, 2020;125.19;125.19;122.47;123.11;102.03;5,678,847
Mar 10, 2020;124.60;128.24;121.14;128.18;106.23;6,759,433
Mar 9, 2020;122.57;124.97;120.03;120.45;99.83;9,800,502
Mar 6, 2020;125.08;129.38;123.64;128.47;106.47;8,557,500
Mar 5, 2020;126.09;129.06;125.04;126.60;104.92;7,040,852
Mar 4, 2020;122.93;128.76;122.07;128.75;106.70;6,905,465
Mar 3, 2020;127.46;128.76;120.77;121.44;100.65;9,922,614
Mar 2, 2020;126.54;128.29;124.06;127.94;106.04;9,599,455
Feb 28, 2020;128.84;131.04;122.07;124.78;103.42;13,753,641
Feb 27, 2020;126.45;129.96;124.58;125.55;104.06;9,856,954
Feb 26, 2020;125.06;126.94;123.82;124.55;103.22;6,161,912
Feb 25, 2020;128.19;128.29;122.05;122.78;101.76;6,295,026
Feb 24, 2020;129.14;129.36;127.27;127.55;105.71;4,348,178
Feb 21, 2020;132.38;132.60;130.54;131.21;108.75;4,228,219
Feb 20, 2020;132.94;134.94;132.53;132.58;109.88;3,917,020
Feb 19, 2020;133.01;134.17;132.41;133.23;110.42;2,746,494
Feb 18, 2020;134.08;134.22;132.14;132.84;110.10;2,964,764
Feb 14, 2020;133.65;134.73;132.79;134.62;111.57;2,671,266
Feb 13, 2020;135.25;135.34;132.94;133.58;110.71;4,083,024
Feb 12, 2020;137.32;137.99;136.76;136.96;112.49;3,272,734
Feb 11, 2020;134.62;135.89;133.80;135.83;111.56;2,721,020
Feb 10, 2020;133.95;134.83;132.83;133.90;109.98;3,294,741
Feb 7, 2020;134.96;135.38;133.47;133.85;109.93;3,272,495
Feb 6, 2020;137.53;137.96;135.84;136.20;111.86;4,082,905
Feb 5, 2020;133.04;135.73;132.69;135.73;111.48;3,729,367
Feb 4, 2020;133.59;133.75;131.27;131.47;107.98;5,219,224
Feb 3, 2020;133.80;134.04;130.75;130.93;107.54;4,694,898
Jan 31, 2020;135.45;135.99;132.30;132.66;108.96;6,865,399
Jan 30, 2020;134.62;135.99;132.74;135.88;111.60;5,211,092
Jan 29, 2020;139.09;139.19;135.06;135.45;111.25;6,391,304
Jan 28, 2020;143.73;144.10;138.00;138.44;113.71;10,669,157
Jan 27, 2020;150.38;150.99;146.77;146.85;120.61;5,216,234
Jan 24, 2020;149.24;150.34;148.44;148.95;122.34;3,161,148
Jan 23, 2020;148.05;149.20;147.48;148.61;122.06;2,820,646
Jan 22, 2020;150.09;150.98;148.73;148.85;122.26;2,894,559
Jan 21, 2020;152.05;152.10;149.36;149.99;123.20;4,027,769
Jan 17, 2020;151.34;152.30;151.09;151.63;124.54;4,413,360
Jan 16, 2020;151.07;151.51;150.24;151.35;124.31;2,571,280
Jan 15, 2020;151.69;152.06;149.82;150.32;123.46;2,968,711
Jan 14, 2020;151.27;152.63;150.68;151.65;124.56;3,481,795
Jan 13, 2020;151.29;152.37;150.80;151.27;124.25;2,500,597
Jan 10, 2020;151.85;152.32;150.62;150.89;123.94;2,516,145
Jan 9, 2020;151.76;151.83;150.30;151.51;124.44;3,284,575
Jan 8, 2020;148.83;151.76;148.54;151.03;124.05;3,298,927
Jan 7, 2020;149.06;149.26;147.84;148.75;122.17;2,598,908
Jan 6, 2020;148.12;149.42;147.45;149.35;122.67;2,389,608
Jan 3, 2020;148.01;149.38;146.85;149.21;122.55;2,950,412
Jan 2, 2020;148.56;150.51;148.11;150.50;123.61;4,307,633
Dec 31, 2019;146.51;147.65;146.38;147.51;121.16;1,881,906
Dec 30, 2019;148.21;149.63;146.81;147.02;120.75;2,051,260
Dec 27, 2019;147.70;148.44;146.84;148.21;121.73;1,761,588
Dec 26, 2019;147.53;147.71;146.74;147.65;121.27;1,716,499
Dec 24, 2019;149.06;149.39;147.19;147.73;121.33;1,506,362
Dec 23, 2019;147.75;149.82;147.63;149.22;122.56;5,832,055
Dec 20, 2019;146.15;146.71;143.98;146.63;120.44;8,985,548
Dec 19, 2019;141.82;144.30;141.43;143.94;118.22;3,298,090
Dec 18, 2019;141.96;142.14;140.63;141.33;116.08;2,715,398
Dec 17, 2019;142.43;143.64;141.48;142.08;116.70;3,196,430
Dec 16, 2019;141.25;142.83;140.63;142.77;117.26;3,488,971
Dec 13, 2019;141.82;143.08;140.54;141.13;115.92;2,509,208
Dec 12, 2019;139.41;142.85;139.07;140.94;115.76;3,435,390
Dec 11, 2019;140.79;141.17;139.91;141.09;115.88;2,223,364
Dec 10, 2019;141.41;141.63;139.61;140.18;115.14;3,193,918
Dec 9, 2019;141.64;143.19;141.13;142.00;116.63;2,461,607
Dec 6, 2019;139.84;143.80;139.84;143.37;117.76;4,640,480
Dec 5, 2019;139.82;140.36;136.05;137.43;112.88;3,957,923
Dec 4, 2019;139.15;141.20;138.80;139.75;114.78;2,558,483
Dec 3, 2019;139.21;139.30;137.46;138.10;113.43;3,231,592
Dec 2, 2019;142.27;143.56;140.67;140.69;115.56;2,801,271
Nov 29, 2019;142.50;142.63;141.52;141.95;116.59;1,127,230
Nov 27, 2019;142.14;143.29;141.73;142.65;117.17;1,592,474
Nov 26, 2019;141.97;142.35;141.06;141.50;116.22;3,122,636
Nov 25, 2019;140.86;142.44;140.36;142.34;116.91;3,303,232
Nov 22, 2019;138.38;140.26;137.96;140.13;115.10;3,908,887
Nov 21, 2019;139.53;139.63;137.55;138.08;113.41;4,312,656
Nov 20, 2019;141.96;142.14;139.76;140.28;114.23;3,216,642
Nov 19, 2019;143.58;143.58;141.75;142.71;116.21;2,142,993
Nov 18, 2019;142.80;143.14;141.45;142.59;116.11;2,828,062
Nov 15, 2019;143.53;144.39;143.01;143.71;117.03;3,129,812
Nov 14, 2019;142.12;144.08;142.08;142.92;116.38;1,930,224
Nov 13, 2019;142.23;143.30;141.79;142.60;116.12;1,960,005
Nov 12, 2019;142.44;143.87;142.17;142.84;116.32;2,081,518
Nov 11, 2019;144.23;144.23;141.85;142.23;115.82;3,186,503
Nov 8, 2019;145.97;146.21;143.90;144.77;117.89;1,932,258
Nov 7, 2019;146.93;147.75;145.31;145.92;118.82;4,017,125
Nov 6, 2019;146.25;146.32;144.11;145.48;118.47;3,603,428
Nov 5, 2019;146.32;146.71;145.29;146.55;119.33;2,756,062
Nov 4, 2019;143.49;146.32;143.49;146.24;119.08;4,954,789
Nov 1, 2019;139.58;142.27;139.40;142.22;115.81;2,951,010
Oct 31, 2019;140.89;140.94;136.75;137.95;112.33;3,173,108
Oct 30, 2019;140.66;140.94;139.66;140.78;114.64;2,129,358
Oct 29, 2019;140.49;142.10;140.06;141.15;114.94;3,192,602
Oct 28, 2019;139.20;141.90;138.96;141.35;115.11;3,753,048
Oct 25, 2019;135.88;140.16;135.56;138.87;113.08;3,713,341
Oct 24, 2019;138.09;138.17;133.47;135.36;110.22;7,120,147
Oct 23, 2019;139.97;141.10;139.26;141.10;114.90;3,243,911
Oct 22, 2019;139.02;141.23;138.04;140.08;114.07;2,468,544
Oct 21, 2019;138.35;138.92;137.76;138.75;112.98;2,390,326
Oct 18, 2019;136.76;137.35;136.27;136.37;111.05;3,221,665
Oct 17, 2019;136.40;138.37;136.35;136.74;111.35;2,325,742
Oct 16, 2019;136.37;137.29;135.55;135.60;110.42;2,314,499
Oct 15, 2019;133.24;137.14;133.24;136.27;110.97;3,705,926
Oct 14, 2019;132.14;135.78;131.56;134.21;109.28;3,910,681
Oct 11, 2019;128.87;133.44;128.85;132.19;107.64;5,585,559
Oct 10, 2019;126.21;128.00;126.15;127.35;103.70;3,817,632
Oct 9, 2019;127.37;127.46;126.08;126.25;102.80;4,016,886
Oct 8, 2019;127.37;127.76;125.90;126.04;102.63;3,327,033
Oct 7, 2019;129.60;129.89;128.36;128.36;104.52;2,955,555
Oct 4, 2019;129.79;130.48;129.10;130.28;106.09;3,165,094
Oct 3, 2019;129.72;129.98;126.10;129.79;105.69;3,618,737
Oct 2, 2019;131.32;131.45;129.29;130.14;105.98;3,554,871
Oct 1, 2019;137.96;138.14;132.25;132.42;107.83;3,912,714
Sep 30, 2019;138.14;138.44;137.07;137.46;111.93;3,000,166
Sep 27, 2019;137.53;138.49;136.72;137.57;112.02;3,432,879
Sep 26, 2019;137.12;137.47;136.12;136.98;111.54;3,304,907
Sep 25, 2019;137.76;137.94;136.86;137.12;111.66;3,298,807
Sep 24, 2019;139.67;140.09;137.26;137.74;112.16;3,572,213
Sep 23, 2019;138.37;139.99;137.54;139.43;113.54;2,318,566
Sep 20, 2019;139.99;141.45;139.20;139.43;113.54;4,423,884
Sep 19, 2019;139.96;141.15;139.56;139.69;113.75;1,941,108
Sep 18, 2019;140.14;140.51;138.17;140.00;114.00;2,507,653
Sep 17, 2019;140.27;140.94;139.21;140.53;114.43;3,248,814
Sep 16, 2019;143.15;143.15;140.39;141.86;115.52;2,941,323
Sep 13, 2019;142.63;144.21;142.02;143.34;116.73;3,030,903
Sep 12, 2019;141.82;143.69;140.98;142.63;116.14;3,432,998
Sep 11, 2019;142.02;142.05;138.27;140.54;114.44;4,280,604
Sep 10, 2019;138.93;141.39;138.80;141.19;114.97;3,875,279
Sep 9, 2019;137.96;140.34;137.70;138.75;112.98;3,697,195
Sep 6, 2019;137.66;137.86;136.25;137.07;111.62;2,107,711
Sep 5, 2019;135.87;139.14;135.78;137.32;111.82;2,895,994
Sep 4, 2019;133.64;134.31;132.93;133.84;108.98;1,801,894
Sep 3, 2019;134.95;135.14;131.49;132.64;108.01;2,195,617
Aug 30, 2019;135.09;135.58;134.12;135.22;110.11;2,352,532
Aug 29, 2019;133.19;134.64;132.98;134.08;109.18;3,791,918
Aug 28, 2019;129.68;131.92;128.76;131.73;107.27;2,806,892
Aug 27, 2019;131.55;131.67;129.93;130.23;106.04;2,728,196
Aug 26, 2019;131.28;131.66;129.67;130.54;106.30;2,649,499
Aug 23, 2019;133.85;134.07;129.82;130.31;106.11;5,051,784
Aug 22, 2019;135.45;136.23;133.90;134.52;109.54;1,724,154
Aug 21, 2019;136.03;136.83;134.66;134.74;109.72;1,941,826
Aug 20, 2019;136.38;136.38;134.58;134.62;109.62;2,465,793
Aug 19, 2019;136.88;137.08;135.27;136.25;110.95;3,824,808
Aug 16, 2019;131.97;135.38;131.65;135.03;109.96;4,164,233
Aug 15, 2019;132.16;133.53;130.13;131.14;106.79;5,325,429
Aug 14, 2019;135.87;136.18;132.67;132.78;107.15;4,851,096
Aug 13, 2019;135.92;140.37;135.58;137.86;111.24;3,880,542
Aug 12, 2019;136.30;137.78;135.08;135.54;109.37;1,762,665
Aug 9, 2019;137.58;137.75;135.48;136.68;110.29;1,892,192
Aug 8, 2019;137.43;138.37;136.75;137.31;110.80;3,899,080
Aug 7, 2019;135.45;137.08;132.14;136.82;110.40;7,167,867
Aug 6, 2019;137.81;138.36;136.20;136.88;110.45;4,179,781
Aug 5, 2019;141.26;141.32;137.47;137.72;111.13;3,462,061
Aug 2, 2019;144.53;144.58;141.98;142.60;115.07;2,898,028
Aug 1, 2019;146.15;148.55;144.67;144.95;116.96;2,847,915
Jul 31, 2019;148.54;148.85;144.98;146.09;117.88;3,606,897
Jul 30, 2019;146.87;148.67;145.32;148.52;119.84;2,366,764
Jul 29, 2019;145.34;148.51;145.20;147.79;119.26;3,156,124
Jul 26, 2019;148.52;149.16;142.62;145.47;117.38;4,803,256
Jul 25, 2019;156.36;156.96;147.71;148.94;120.18;8,804,952
Jul 24, 2019;147.93;150.74;147.37;150.02;121.05;4,224,631
Jul 23, 2019;147.16;148.85;146.86;148.43;119.77;2,823,397
Jul 22, 2019;144.49;146.50;143.92;146.02;117.83;2,397,262
Jul 19, 2019;144.66;145.48;143.99;144.32;116.46;2,822,919
Jul 18, 2019;145.84;146.44;144.15;144.70;116.76;2,657,273
Jul 17, 2019;147.45;147.57;145.57;146.05;117.85;3,525,090
Jul 16, 2019;144.44;148.20;144.41;147.57;119.07;4,687,004
Jul 15, 2019;144.97;145.69;143.15;144.52;116.61;2,616,250
Jul 12, 2019;142.22;144.95;141.51;144.93;116.95;3,780,197
Jul 11, 2019;139.05;141.38;138.69;141.34;114.05;3,366,501
Jul 10, 2019;138.95;139.90;138.44;138.55;111.79;3,183,393
Jul 9, 2019;139.48;140.01;137.37;138.55;111.79;5,425,176
Jul 8, 2019;142.07;142.54;141.11;141.46;114.15;2,733,219
Jul 5, 2019;144.65;144.88;141.91;143.81;116.05;2,081,638
Jul 3, 2019;145.63;146.35;144.59;146.30;118.06;1,400,157
Jul 2, 2019;146.40;146.40;144.71;145.50;117.41;1,860,258
Jul 1, 2019;146.71;146.97;145.08;145.91;117.74;2,519,613
Jun 28, 2019;143.69;145.79;143.62;144.93;116.95;4,306,557
Jun 27, 2019;144.24;144.47;142.68;143.39;115.71;2,055,326
Jun 26, 2019;144.11;144.85;143.58;143.71;115.96;2,167,391
Jun 25, 2019;144.86;144.97;143.21;143.84;116.07;3,268,907
Jun 24, 2019;144.94;145.77;144.93;144.97;116.98;3,243,432
Jun 21, 2019;145.28;145.95;144.34;144.94;116.96;5,837,437
Jun 20, 2019;144.54;145.72;143.56;145.43;117.35;3,664,783
Jun 19, 2019;143.71;144.49;142.59;142.77;115.20;3,321,770
Jun 18, 2019;140.34;144.04;140.11;143.70;115.95;4,333,108
Jun 17, 2019;139.72;139.99;139.18;139.45;112.52;2,132,827
Jun 14, 2019;140.67;140.68;138.84;139.37;112.46;3,252,163
Jun 13, 2019;141.61;142.06;140.36;141.18;113.92;2,561,234
Jun 12, 2019;142.03;142.27;140.96;141.31;114.03;2,591,014
Jun 11, 2019;142.07;142.44;140.89;141.23;113.96;2,663,731
Jun 10, 2019;140.56;142.32;140.36;140.71;113.54;2,700,090
Jun 7, 2019;138.43;139.71;137.66;139.31;112.41;2,413,169
Jun 6, 2019;137.12;139.09;135.84;137.73;111.13;4,283,833
Jun 5, 2019;138.08;138.65;136.19;137.00;110.55;3,781,274
Jun 4, 2019;135.23;138.04;135.10;137.37;110.84;4,481,173
Jun 3, 2019;133.57;135.03;133.21;133.81;107.98;4,456,894
May 31, 2019;133.64;134.40;133.47;133.57;107.78;4,212,192
May 30, 2019;134.95;135.68;133.78;134.26;108.34;2,964,525
May 29, 2019;136.30;136.96;134.20;134.95;108.89;4,388,124
May 28, 2019;139.46;139.62;136.58;136.58;110.21;5,830,620
May 24, 2019;139.08;139.98;138.23;138.87;112.06;2,830,812
May 23, 2019;140.12;140.72;137.62;138.69;111.91;4,580,919
May 22, 2019;139.99;142.78;139.18;141.92;113.55;5,387,023
May 21, 2019;139.64;139.98;138.95;139.88;111.92;4,961,247
May 20, 2019;140.43;140.43;138.47;139.01;111.21;5,232,022
May 17, 2019;142.14;142.36;140.83;141.38;113.11;5,495,620
May 16, 2019;145.81;145.81;143.28;143.65;114.93;4,831,242
May 15, 2019;145.50;146.86;145.19;145.59;116.48;3,606,538
May 14, 2019;146.15;147.97;145.91;146.50;117.21;4,800,744
May 13, 2019;145.43;145.97;144.47;145.54;116.45;7,076,373
May 10, 2019;146.34;147.43;144.66;147.04;117.64;5,994,711
May 9, 2019;148.24;148.33;145.64;146.56;117.25;6,097,447
May 8, 2019;150.09;150.94;149.25;149.32;119.47;3,576,638
May 7, 2019;152.02;152.09;148.67;149.77;119.82;6,477,058
May 6, 2019;152.21;153.10;150.61;153.04;122.45;7,795,050
May 3, 2019;155.36;156.10;153.92;154.87;123.90;5,678,249
May 2, 2019;154.26;155.94;153.33;154.47;123.59;6,763,260
May 1, 2019;158.44;158.62;155.45;155.58;124.47;4,566,926
Apr 30, 2019;159.58;159.58;155.98;158.45;126.77;5,431,036
Apr 29, 2019;160.13;160.69;158.65;159.04;127.24;4,548,866
Apr 26, 2019;159.31;160.74;158.33;160.26;128.22;5,371,595
Apr 25, 2019;165.17;166.35;158.53;159.46;127.58;17,516,855
Apr 24, 2019;183.11;183.74;182.36;183.18;146.56;2,450,484
Apr 23, 2019;182.28;183.57;181.59;183.53;146.84;1,867,913
Apr 22, 2019;181.69;183.44;181.66;182.73;146.19;1,678,586
Apr 18, 2019;182.26;183.67;181.96;183.01;146.42;2,129,000
Apr 17, 2019;181.96;183.39;181.59;181.97;145.59;2,365,210
Apr 16, 2019;181.10;182.00;180.17;181.35;145.10;1,853,322
Apr 15, 2019;181.30;181.74;179.68;180.46;144.38;1,774,027
Apr 12, 2019;179.85;181.85;179.22;181.79;145.44;2,299,190
Apr 11, 2019;177.02;178.69;176.79;178.54;142.84;1,412,715
Apr 10, 2019;177.61;177.85;176.19;177.35;141.89;1,612,926
Apr 9, 2019;179.28;179.41;177.11;177.22;141.79;1,813,734
Apr 8, 2019;179.52;179.82;178.49;179.78;143.84;1,351,480
Apr 5, 2019;180.50;181.01;179.60;180.11;144.10;1,663,756
Apr 4, 2019;178.51;179.99;177.53;179.79;143.85;1,866,836
Apr 3, 2019;178.05;178.87;177.63;178.20;142.57;1,877,720
Apr 2, 2019;177.46;177.84;176.42;177.37;141.91;1,690,546
Apr 1, 2019;175.49;177.58;174.97;177.21;141.78;3,095,726
Mar 29, 2019;174.99;175.17;172.41;173.73;139.00;3,418,527
Mar 28, 2019;173.91;174.53;172.78;174.36;139.50;1,998,038
