Data;Abertura;Max;Min;Fechamento;Fechamento_Ajustado;Volume
Sep 7, 2017;168.45;171.16;168.45;170.95;131.66;2,034,994
Sep 6, 2017;168.69;169.11;168.26;168.94;130.11;2,674,495
Sep 5, 2017;169.11;169.34;167.65;168.04;129.42;2,313,662
Sep 1, 2017;171.08;171.33;169.92;170.20;131.08;1,689,948
Aug 31, 2017;170.84;171.09;169.75;170.84;131.57;1,875,208
Aug 30, 2017;169.67;170.31;168.90;170.31;131.17;1,430,655
Aug 29, 2017;169.06;169.80;168.34;169.67;130.67;1,185,595
Aug 28, 2017;169.55;169.96;168.77;169.28;130.37;1,404,941
Aug 25, 2017;170.10;170.11;168.94;169.01;130.16;1,480,768
Aug 24, 2017;170.48;170.48;168.86;169.00;130.15;1,472,037
Aug 23, 2017;170.61;170.65;169.16;169.46;130.51;1,515,691
Aug 22, 2017;171.57;172.12;171.10;171.79;131.55;2,501,075
Aug 21, 2017;170.40;171.32;169.74;171.03;130.97;1,874,850
Aug 18, 2017;171.70;171.93;170.11;170.18;130.31;2,198,966
Aug 17, 2017;173.74;174.01;171.64;171.70;131.48;1,670,214
Aug 16, 2017;173.25;174.44;172.76;173.85;133.12;2,038,343
Aug 15, 2017;173.08;173.78;172.67;173.23;132.65;1,254,006
Aug 14, 2017;172.79;173.60;172.30;173.39;132.77;1,512,222
Aug 11, 2017;172.95;172.95;171.93;172.22;131.88;1,737,549
Aug 10, 2017;171.92;173.21;171.56;172.43;132.04;1,879,514
Aug 9, 2017;172.82;173.84;171.90;172.64;132.20;1,940,151
Aug 8, 2017;172.93;173.82;171.98;172.60;132.17;2,220,135
Aug 7, 2017;173.83;174.25;172.81;173.44;132.82;1,402,430
Aug 4, 2017;173.87;174.42;172.33;173.62;132.95;1,821,149
Aug 3, 2017;172.17;173.61;171.51;173.60;132.93;2,456,823
Aug 2, 2017;169.89;171.91;169.58;171.75;131.52;2,427,402
Aug 1, 2017;169.14;169.99;168.70;169.88;130.09;2,410,060
Jul 31, 2017;167.22;168.61;167.07;168.20;128.80;2,192,986
Jul 28, 2017;167.88;168.09;166.13;166.99;127.87;1,779,648
Jul 27, 2017;166.51;167.69;165.28;167.27;128.08;2,600,702
Jul 26, 2017;167.60;168.19;166.01;166.41;127.43;3,494,832
Jul 25, 2017;169.44;170.99;164.86;166.71;127.66;7,885,228
Jul 24, 2017;176.59;176.97;175.59;175.59;134.46;2,589,579
Jul 21, 2017;176.96;177.12;175.15;176.56;135.20;2,686,455
Jul 20, 2017;177.43;178.44;177.31;177.63;136.02;1,611,490
Jul 19, 2017;176.85;177.35;176.56;177.34;135.80;987,059
Jul 18, 2017;176.15;176.86;175.84;176.68;135.29;1,868,870
Jul 17, 2017;177.42;177.42;176.08;176.99;135.53;1,568,315
Jul 14, 2017;176.86;177.46;176.11;177.07;135.59;1,270,152
Jul 13, 2017;176.59;177.26;175.74;176.50;135.15;1,362,005
Jul 12, 2017;176.35;177.91;175.81;176.67;135.29;1,731,688
Jul 11, 2017;175.93;176.59;173.91;175.30;134.24;1,516,648
Jul 10, 2017;175.25;177.04;174.74;175.99;134.77;1,564,846
Jul 7, 2017;174.33;175.71;173.95;175.24;134.19;1,831,076
Jul 6, 2017;174.79;175.35;173.82;173.93;133.19;1,423,120
Jul 5, 2017;175.59;175.79;175.09;175.38;134.30;1,274,099
Jul 3, 2017;174.87;175.87;174.54;175.44;134.35;1,244,079
Jun 30, 2017;175.51;175.51;173.79;174.07;133.30;2,116,920
Jun 29, 2017;176.46;176.46;173.14;173.79;133.08;2,164,640
Jun 28, 2017;176.24;176.57;175.66;176.10;134.85;1,845,308
Jun 27, 2017;177.26;177.68;175.07;175.40;134.31;2,679,279
Jun 26, 2017;177.92;178.49;177.52;177.77;136.13;1,617,112
Jun 23, 2017;177.26;178.24;177.02;178.01;136.31;1,895,540
Jun 22, 2017;177.87;178.19;177.33;177.44;135.88;1,674,878
Jun 21, 2017;178.95;178.95;177.33;177.98;136.29;2,168,228
Jun 20, 2017;178.47;179.41;178.14;178.39;136.61;1,831,315
Jun 19, 2017;178.93;178.93;177.84;178.39;136.61;1,994,450
Jun 16, 2017;177.03;178.48;176.79;178.29;136.53;4,091,038
Jun 15, 2017;175.17;176.69;175.12;176.66;135.28;1,906,544
Jun 14, 2017;175.40;176.25;175.19;175.59;134.46;1,896,019
Jun 13, 2017;173.56;175.31;173.55;174.84;133.89;2,019,805
Jun 12, 2017;173.02;174.26;171.82;173.40;132.78;2,856,287
Jun 9, 2017;172.24;173.05;171.94;173.02;132.49;2,264,148
Jun 8, 2017;171.41;172.27;170.64;172.19;131.86;2,931,755
Jun 7, 2017;172.02;172.13;170.65;171.41;131.26;2,255,178
Jun 6, 2017;172.25;172.79;171.75;171.75;131.52;1,744,725
Jun 5, 2017;172.88;173.35;172.42;172.42;132.04;1,498,708
Jun 2, 2017;171.45;173.40;171.23;172.83;132.34;2,190,952
Jun 1, 2017;170.78;171.32;170.30;170.86;130.84;2,813,829
May 31, 2017;169.51;170.96;169.12;170.96;130.91;3,703,773
May 30, 2017;167.48;169.76;167.19;169.26;129.62;2,596,636
May 26, 2017;166.51;167.80;166.36;167.78;128.48;1,687,078
May 25, 2017;165.89;166.90;165.34;166.84;127.76;1,803,568
May 24, 2017;165.96;165.99;164.95;165.13;126.45;1,442,854
May 23, 2017;166.16;166.36;165.15;165.33;126.60;1,810,983
May 22, 2017;164.17;166.11;164.17;165.98;127.10;2,195,736
May 19, 2017;164.13;164.13;162.58;163.71;125.36;2,266,061
May 18, 2017;162.63;163.73;161.82;163.24;125.01;2,307,084
May 17, 2017;164.50;164.50;162.81;162.91;124.75;2,250,633
May 16, 2017;165.12;165.50;164.60;165.48;125.96;1,415,586
May 15, 2017;164.44;165.33;164.07;165.24;125.78;1,763,502
May 12, 2017;163.80;164.82;163.76;164.36;125.11;1,582,428
May 11, 2017;163.91;164.67;163.26;164.51;125.22;2,039,180
May 10, 2017;165.03;165.21;164.32;164.41;125.15;2,688,249
May 9, 2017;166.69;166.69;165.16;165.52;125.99;2,090,369
May 8, 2017;166.25;166.51;165.80;166.10;126.43;1,884,776
May 5, 2017;166.95;167.14;166.37;166.72;126.91;2,019,566
May 4, 2017;165.80;166.84;165.35;166.81;126.98;2,775,677
May 3, 2017;164.38;165.44;163.64;165.24;125.78;2,798,042
May 2, 2017;163.18;164.32;162.69;164.32;125.08;2,950,771
May 1, 2017;163.46;163.65;162.60;162.88;123.99;1,792,206
Apr 28, 2017;164.01;164.82;163.49;163.74;124.64;2,950,652
Apr 27, 2017;163.40;164.33;163.14;163.97;124.82;2,117,159
Apr 26, 2017;163.63;164.63;163.04;163.04;124.11;3,158,875
Apr 25, 2017;162.20;163.55;160.84;163.15;124.19;5,001,911
Apr 24, 2017;161.37;162.58;161.31;162.40;123.62;3,240,682
Apr 21, 2017;159.82;160.22;159.36;160.12;121.88;3,090,703
Apr 20, 2017;158.88;160.63;158.78;159.83;121.67;2,090,847
Apr 19, 2017;159.53;159.81;158.46;158.72;120.82;1,603,118
Apr 18, 2017;158.66;159.57;158.45;159.05;121.07;1,407,572
Apr 17, 2017;158.29;159.16;158.27;159.16;121.16;1,846,146
Apr 13, 2017;158.24;158.75;157.71;157.73;120.07;1,524,182
Apr 12, 2017;159.12;159.27;158.36;158.61;120.74;1,693,656
Apr 11, 2017;158.14;158.94;158.02;158.92;120.97;1,745,682
Apr 10, 2017;159.00;159.30;158.29;158.62;120.74;2,012,509
Apr 7, 2017;158.89;159.33;158.46;158.85;120.92;1,226,139
Apr 6, 2017;159.21;159.72;158.44;158.77;120.86;1,946,370
Apr 5, 2017;159.45;160.89;158.90;159.06;121.08;1,732,645
Apr 4, 2017;159.34;159.68;158.68;159.02;121.05;1,614,480
Apr 3, 2017;160.43;160.68;158.82;159.46;121.39;1,849,853
Mar 31, 2017;159.95;160.87;159.69;159.97;121.77;2,069,080
Mar 30, 2017;159.48;160.11;158.95;159.93;121.74;2,195,138
Mar 29, 2017;159.36;159.93;159.08;159.43;121.36;2,023,871
Mar 28, 2017;158.81;160.11;158.53;159.69;121.56;2,786,919
Mar 27, 2017;159.45;159.70;158.16;159.22;121.20;2,373,582
Mar 24, 2017;160.64;161.05;159.62;160.13;121.89;1,716,738
Mar 23, 2017;160.64;161.35;159.89;160.65;122.29;1,772,472
Mar 22, 2017;160.79;161.27;159.25;160.72;122.34;1,946,251
Mar 21, 2017;161.78;161.78;160.13;160.64;122.28;2,266,540
Mar 20, 2017;160.97;161.79;160.77;161.38;122.84;2,494,378
Mar 17, 2017;159.55;160.84;159.16;160.84;122.43;5,056,808
Mar 16, 2017;159.75;160.23;158.56;159.12;121.13;2,316,772
Mar 15, 2017;159.01;160.42;158.63;159.87;121.69;2,448,212
Mar 14, 2017;159.64;160.07;158.12;159.14;121.14;2,264,746
Mar 13, 2017;160.34;160.50;159.25;160.13;121.90;2,359,349
Mar 10, 2017;159.40;159.90;158.89;159.87;121.70;3,007,940
Mar 9, 2017;158.24;159.19;158.17;158.78;120.86;1,861,813
Mar 8, 2017;158.63;159.04;158.00;158.45;120.62;1,870,185
Mar 7, 2017;157.43;158.24;157.40;158.10;120.35;1,988,111
Mar 6, 2017;157.97;158.23;157.42;157.94;120.23;1,995,765
Mar 3, 2017;158.77;159.06;157.64;158.29;120.49;1,946,370
Mar 2, 2017;158.41;158.95;158.05;158.77;120.86;2,109,744
Mar 1, 2017;157.26;159.31;157.20;158.75;120.84;2,662,535
Feb 28, 2017;156.13;156.77;155.78;155.81;118.61;2,310,792
Feb 27, 2017;156.77;156.81;155.84;156.28;118.96;1,666,985
Feb 24, 2017;156.20;157.53;155.77;156.70;119.28;2,543,055
Feb 23, 2017;155.44;156.74;155.28;156.51;119.14;2,872,314
Feb 22, 2017;153.34;155.62;153.08;155.55;118.41;3,409,676
Feb 21, 2017;152.83;153.53;152.21;153.32;116.71;2,076,615
Feb 17, 2017;153.37;153.51;152.62;152.97;116.44;2,345,954
Feb 16, 2017;151.96;153.39;151.86;153.35;116.73;2,588,144
Feb 15, 2017;150.75;152.03;150.63;151.92;115.65;2,108,428
Feb 14, 2017;151.22;152.17;151.05;151.84;114.83;2,434,936
Feb 13, 2017;150.38;151.66;149.88;151.35;114.47;2,308,041
Feb 10, 2017;149.08;150.15;148.99;149.67;113.19;1,665,310
Feb 9, 2017;147.88;149.29;147.88;148.98;112.67;2,403,601
Feb 8, 2017;146.84;148.49;146.73;148.05;111.97;2,566,257
Feb 7, 2017;147.22;147.49;146.45;146.96;111.14;1,491,890
Feb 6, 2017;145.59;147.32;145.40;146.40;110.72;1,940,869
Feb 3, 2017;145.50;146.57;145.36;146.35;110.69;3,373,318
Feb 2, 2017;145.59;146.14;145.11;145.64;110.14;3,715,733
Feb 1, 2017;146.46;146.99;145.74;146.46;110.77;2,718,388
Jan 31, 2017;146.10;146.71;145.33;146.17;110.55;2,207,218
Jan 30, 2017;148.20;148.60;146.21;146.67;110.93;2,180,428
Jan 27, 2017;148.39;148.81;147.85;148.39;112.23;1,941,945
Jan 26, 2017;147.42;148.19;147.19;147.84;111.81;2,674,136
Jan 25, 2017;148.07;149.36;147.63;147.77;111.75;4,141,270
Jan 24, 2017;148.41;148.63;145.84;147.13;111.27;4,153,947
Jan 23, 2017;148.75;149.66;148.10;149.26;112.88;2,376,213
Jan 20, 2017;149.83;150.05;148.69;149.24;112.87;2,107,232
Jan 19, 2017;149.87;150.33;148.63;149.40;112.99;1,751,422
Jan 18, 2017;148.75;150.03;148.31;149.24;112.87;2,158,302
Jan 17, 2017;147.99;148.56;147.37;148.21;112.09;1,862,770
Jan 13, 2017;148.48;148.75;147.85;148.32;112.17;1,513,538
Jan 12, 2017;147.97;148.58;146.95;148.36;112.20;1,580,873
Jan 11, 2017;147.68;149.21;147.48;148.74;112.49;1,889,202
Jan 10, 2017;148.29;148.40;147.42;147.64;111.66;2,428,000
Jan 9, 2017;149.14;149.15;148.16;148.22;112.10;1,940,630
Jan 6, 2017;148.24;149.33;146.99;149.02;112.70;1,943,500
Jan 5, 2017;149.05;149.78;147.90;148.59;112.37;1,731,569
Jan 4, 2017;148.85;149.58;148.50;149.10;112.76;1,844,232
Jan 3, 2017;149.52;150.50;148.18;148.87;112.59;3,001,123
Dec 30, 2016;149.67;150.07;149.07;149.31;112.92;1,906,663
Dec 29, 2016;149.07;149.78;148.85;149.17;112.82;1,317,992
Dec 28, 2016;149.57;150.04;148.85;148.90;112.61;1,540,328
Dec 27, 2016;149.38;149.83;149.31;149.60;113.14;778,596
Dec 23, 2016;149.74;149.91;149.27;149.46;113.03;874,396
Dec 22, 2016;149.57;150.05;148.81;149.83;113.32;1,465,818
Dec 21, 2016;149.33;150.11;149.18;149.19;112.83;1,860,856
Dec 20, 2016;149.11;149.94;148.88;149.37;112.97;1,648,327
Dec 19, 2016;148.50;149.39;148.26;148.96;112.66;1,652,872
Dec 16, 2016;147.63;149.25;147.62;148.37;112.21;4,652,081
Dec 15, 2016;148.21;148.48;146.36;147.17;111.31;2,458,498
Dec 14, 2016;149.80;149.99;147.50;147.66;111.67;2,672,103
Dec 13, 2016;150.14;150.55;147.80;149.52;113.08;3,239,486
Dec 12, 2016;149.04;150.34;148.47;150.20;113.59;2,746,136
Dec 9, 2016;146.62;149.56;146.57;149.24;112.87;3,169,878
Dec 8, 2016;147.22;147.45;146.13;147.06;111.22;2,141,677
Dec 7, 2016;144.13;147.21;143.79;147.20;111.32;3,784,503
Dec 6, 2016;143.66;143.84;143.17;143.65;108.64;1,755,130
Dec 5, 2016;144.34;144.61;143.05;143.49;108.52;2,608,835
Dec 2, 2016;144.26;145.23;144.01;144.17;109.04;2,238,314
Dec 1, 2016;143.51;144.43;143.35;144.34;109.16;2,101,252
Nov 30, 2016;143.98;144.81;143.47;143.60;108.60;3,104,577
Nov 29, 2016;144.26;144.89;143.94;144.46;109.25;1,773,907
Nov 28, 2016;145.12;145.29;144.05;144.23;109.08;2,006,529
Nov 25, 2016;143.99;145.48;143.99;145.06;109.71;1,131,177
Nov 23, 2016;143.88;144.44;143.61;144.02;108.92;1,767,568
Nov 22, 2016;143.54;143.88;143.21;143.74;108.71;1,857,747
Nov 21, 2016;143.33;143.80;142.74;143.41;108.46;2,384,704
Nov 18, 2016;144.24;144.88;144.06;144.62;109.37;2,046,476
Nov 17, 2016;143.82;144.86;143.82;144.46;109.25;2,133,305
Nov 16, 2016;144.76;144.84;143.45;143.82;108.77;2,419,030
Nov 15, 2016;144.78;145.69;143.74;145.69;109.48;2,603,812
Nov 14, 2016;146.51;146.75;143.73;144.57;108.64;3,117,972
Nov 11, 2016;145.53;146.43;145.26;146.39;110.01;2,234,367
Nov 10, 2016;142.27;146.05;141.96;145.72;109.50;3,922,880
Nov 9, 2016;138.66;142.98;138.66;142.47;107.06;4,376,523
Nov 8, 2016;142.06;143.85;141.96;143.00;107.46;2,339,017
Nov 7, 2016;140.59;142.05;140.45;141.92;106.65;2,309,356
Nov 4, 2016;139.81;140.34;139.15;139.20;104.60;2,305,290
Nov 3, 2016;138.91;140.17;138.18;139.49;104.82;2,995,980
Nov 2, 2016;137.71;139.11;137.05;138.57;104.13;2,671,146
Nov 1, 2016;138.29;138.64;137.00;137.33;103.20;2,936,898
Oct 31, 2016;139.18;139.25;138.11;138.21;103.86;2,737,764
Oct 28, 2016;139.26;139.78;138.08;138.60;104.16;2,313,423
Oct 27, 2016;139.52;139.59;138.19;138.60;104.15;1,777,734
Oct 26, 2016;138.54;140.29;138.30;139.22;104.62;2,601,180
Oct 25, 2016;141.70;142.05;138.05;138.99;104.45;4,576,135
Oct 24, 2016;144.36;145.02;142.89;143.20;107.61;3,191,526
Oct 21, 2016;140.56;141.77;140.23;141.72;106.50;2,407,787
Oct 20, 2016;141.78;142.42;141.30;142.02;106.73;1,447,758
Oct 19, 2016;142.81;142.93;141.86;142.07;106.76;1,392,383
Oct 18, 2016;143.55;143.74;142.01;142.10;106.78;1,417,978
Oct 17, 2016;142.59;143.05;142.09;142.32;106.95;1,470,123
Oct 14, 2016;142.97;143.30;142.39;142.42;107.02;1,808,830
Oct 13, 2016;141.20;142.40;140.85;142.16;106.83;2,295,961
Oct 12, 2016;141.81;142.29;141.21;141.91;106.64;1,858,704
Oct 11, 2016;142.34;142.53;141.05;141.87;106.61;2,390,445
Oct 10, 2016;143.68;144.44;142.93;143.09;107.53;2,316,174
Oct 7, 2016;143.73;143.76;142.17;143.25;107.65;2,689,924
Oct 6, 2016;143.75;144.08;142.64;143.51;107.84;2,718,986
Oct 5, 2016;143.53;144.28;143.26;144.14;108.32;2,757,378
Oct 4, 2016;145.98;146.30;143.14;143.55;107.87;3,787,612
Oct 3, 2016;146.60;147.12;145.82;146.35;109.98;2,135,578
Sep 30, 2016;147.64;148.12;147.23;147.35;110.73;2,893,602
Sep 29, 2016;148.39;148.52;146.21;146.63;110.19;2,216,906
Sep 28, 2016;147.81;148.81;147.73;148.49;111.58;2,026,024
Sep 27, 2016;146.83;148.02;146.81;147.41;110.77;2,910,586
Sep 26, 2016;147.87;147.92;146.99;147.12;110.55;2,177,916
Sep 23, 2016;150.00;150.25;148.15;148.32;111.46;2,285,556
Sep 22, 2016;150.36;151.89;150.21;150.38;113.00;2,211,404
Sep 21, 2016;148.73;150.33;148.41;150.16;112.84;2,104,960
Sep 20, 2016;148.59;149.25;148.27;148.49;111.59;1,911,926
Sep 19, 2016;147.20;148.79;147.20;147.76;111.04;2,098,860
Sep 16, 2016;147.06;147.12;145.81;146.37;109.99;4,017,125
Sep 15, 2016;146.76;147.99;146.62;147.65;110.95;1,989,905
Sep 14, 2016;147.12;148.29;146.49;146.84;110.35;2,230,301
Sep 13, 2016;147.85;148.49;147.12;147.22;110.63;2,230,062
Sep 12, 2016;146.32;149.16;146.06;148.91;111.90;2,288,307
Sep 9, 2016;149.57;149.67;146.86;146.86;110.36;2,491,627
Sep 8, 2016;149.82;150.68;149.62;150.59;113.16;1,703,104
Sep 7, 2016;150.54;150.95;150.12;150.29;112.94;1,355,307
Sep 6, 2016;150.97;151.57;150.40;150.89;113.39;1,588,408
Sep 2, 2016;150.94;151.75;150.58;151.18;113.61;1,577,524
Sep 1, 2016;149.92;150.64;149.50;150.48;113.08;1,309,979
Aug 31, 2016;150.08;150.31;149.31;149.87;112.62;1,956,656
Aug 30, 2016;151.10;151.35;150.16;150.63;113.19;1,243,601
Aug 29, 2016;150.38;151.09;149.90;150.92;113.41;1,257,953
Aug 26, 2016;150.66;151.55;149.60;150.01;112.73;1,584,341
Aug 25, 2016;149.74;150.77;149.71;150.15;112.83;1,004,999
Aug 24, 2016;150.01;150.47;149.67;150.01;112.73;1,359,972
Aug 23, 2016;150.18;150.95;149.90;150.31;112.95;1,430,177
Aug 22, 2016;149.82;150.16;149.14;149.72;112.51;1,598,334
Aug 19, 2016;149.38;150.32;148.90;150.18;112.85;1,561,139
Aug 18, 2016;150.25;150.25;149.31;149.82;112.58;1,301,128
Aug 17, 2016;149.39;150.58;149.10;150.39;113.02;1,624,766
Aug 16, 2016;150.60;150.78;149.84;149.87;111.93;1,630,866
Aug 15, 2016;151.34;151.66;150.89;150.97;112.75;1,516,767
Aug 12, 2016;151.73;151.73;150.42;150.73;112.57;1,474,548
Aug 11, 2016;149.73;151.42;149.57;151.34;113.02;2,443,906
Aug 10, 2016;148.93;149.54;148.70;149.52;111.66;1,466,655
Aug 9, 2016;149.14;149.58;148.78;149.16;111.39;1,314,284
Aug 8, 2016;149.58;149.68;149.06;149.31;111.51;1,587,929
Aug 5, 2016;149.04;149.67;148.30;149.31;111.50;2,152,202
Aug 4, 2016;149.63;150.02;148.53;148.67;111.03;1,281,873
Aug 3, 2016;149.43;149.77;148.80;149.15;111.39;1,697,483
Aug 2, 2016;149.31;149.35;148.19;149.13;111.37;2,529,660
Aug 1, 2016;148.06;149.28;148.06;149.07;111.33;1,911,686
Jul 29, 2016;148.92;149.52;148.51;149.13;111.37;1,939,792
Jul 28, 2016;148.54;149.14;148.02;148.81;111.14;2,152,202
Jul 27, 2016;148.34;149.62;148.34;149.06;111.32;2,822,201
Jul 26, 2016;148.14;149.66;147.27;148.55;110.94;4,092,234
Jul 25, 2016;150.67;150.85;149.60;150.19;112.17;2,316,652
Jul 22, 2016;150.85;150.94;149.97;150.87;112.67;1,441,898
Jul 21, 2016;151.58;151.81;150.25;150.72;112.56;2,237,477
Jul 20, 2016;151.95;152.40;151.61;151.69;113.28;1,690,307
Jul 19, 2016;151.43;151.88;150.74;151.54;113.17;1,257,355
Jul 18, 2016;151.71;151.92;151.13;151.43;113.09;1,464,382
Jul 15, 2016;151.76;152.04;150.97;151.67;113.27;2,960,339
Jul 14, 2016;150.63;151.61;150.40;151.25;112.96;2,277,543
Jul 13, 2016;149.85;150.23;149.41;149.84;111.90;1,783,834
Jul 12, 2016;149.46;150.19;148.85;149.80;111.87;2,287,828
Jul 11, 2016;148.34;149.22;148.15;148.84;111.15;1,984,762
Jul 8, 2016;147.05;148.65;147.01;148.09;110.60;3,261,014
Jul 7, 2016;146.40;146.86;145.59;146.21;109.19;2,203,391
Jul 6, 2016;146.49;146.71;145.54;146.45;109.37;2,850,427
Jul 5, 2016;146.20;146.97;145.08;146.85;109.67;2,814,906
Jul 1, 2016;146.44;147.22;146.25;146.77;109.61;2,309,356
Jun 30, 2016;143.86;146.44;143.86;146.42;109.35;2,929,482
Jun 29, 2016;142.99;143.69;142.44;143.41;107.10;2,265,344
Jun 28, 2016;140.59;141.86;140.43;141.80;105.90;2,675,811
Jun 27, 2016;140.28;140.33;138.09;139.79;104.40;3,042,744
Jun 24, 2016;141.20;143.43;140.80;141.40;105.60;5,462,730
Jun 23, 2016;144.41;145.61;144.20;145.58;108.72;2,417,834
Jun 22, 2016;143.67;144.31;142.97;143.17;106.92;1,638,042
Jun 21, 2016;143.13;143.79;143.03;143.29;107.01;2,259,364
Jun 20, 2016;142.89;144.48;142.58;143.17;106.92;2,586,709
Jun 17, 2016;142.13;142.14;140.82;141.25;105.49;4,123,808
Jun 16, 2016;139.92;142.47;139.31;142.08;106.11;3,147,992
Jun 15, 2016;140.43;141.19;140.03;140.30;104.78;2,026,263
Jun 14, 2016;139.87;140.31;139.30;140.14;104.66;2,417,594
Jun 13, 2016;140.84;141.00;139.72;139.74;104.36;2,547,360
Jun 10, 2016;141.53;141.56;140.37;140.94;105.25;2,539,586
Jun 9, 2016;142.56;143.37;141.64;142.25;106.23;2,641,725
Jun 8, 2016;142.93;143.75;142.68;143.33;107.04;2,015,140
Jun 7, 2016;142.35;143.39;142.32;142.90;106.72;2,060,828
Jun 6, 2016;141.18;142.63;140.96;142.21;106.20;1,806,797
Jun 3, 2016;140.51;141.02;140.06;140.79;105.14;1,714,466
Jun 2, 2016;141.06;141.06;139.86;140.50;104.93;2,368,678
Jun 1, 2016;140.28;141.25;139.71;141.05;105.33;1,468,927
May 31, 2016;141.57;141.93;140.18;140.74;105.10;2,594,842
May 27, 2016;141.23;141.33;140.70;141.21;105.46;1,314,524
May 26, 2016;142.15;142.78;140.91;141.23;105.47;1,870,424
May 25, 2016;141.30;142.44;141.10;142.13;106.15;2,224,560
May 24, 2016;139.77;141.13;139.38;140.99;105.30;1,946,370
May 23, 2016;138.19;139.26;137.56;138.89;103.72;1,977,586
May 20, 2016;138.17;139.19;137.90;137.97;103.04;2,088,814
May 19, 2016;138.27;138.85;136.43;138.05;103.10;1,982,131
May 18, 2016;139.21;140.41;138.60;139.48;104.17;1,942,782
May 17, 2016;141.78;142.09;139.71;140.31;104.09;2,542,696
May 16, 2016;140.89;142.06;140.83;141.76;105.17;2,184,135
May 13, 2016;142.18;142.46;140.32;140.74;104.41;2,243,576
May 12, 2016;142.02;142.67;141.10;142.27;105.54;2,083,312
May 11, 2016;142.31;143.20;141.78;141.95;105.31;2,136,534
May 10, 2016;141.50;142.47;141.30;142.36;105.61;2,072,190
May 9, 2016;140.96;141.35;140.21;140.90;104.53;1,556,355
May 6, 2016;140.33;141.35;139.63;141.21;104.76;1,949,719
May 5, 2016;140.02;140.74;139.79;140.28;104.07;2,009,519
May 4, 2016;139.11;140.22;139.04;139.77;103.69;2,533,248
May 3, 2016;139.96;140.53;139.35;140.44;104.19;2,298,951
May 2, 2016;139.88;140.89;139.58;140.75;104.42;2,033,559
Apr 29, 2016;139.62;140.28;139.21;139.95;103.83;2,345,595
Apr 28, 2016;139.51;141.11;138.96;139.63;103.59;1,979,021
Apr 27, 2016;139.62;140.79;138.88;140.27;104.06;2,664,329
Apr 26, 2016;140.05;140.29;137.93;138.95;103.08;3,817,752
Apr 25, 2016;140.47;140.89;139.33;140.79;104.45;2,844,447
Apr 22, 2016;141.38;141.94;140.34;141.02;104.62;2,155,551
Apr 21, 2016;141.28;141.89;140.81;141.02;104.62;1,955,460
Apr 20, 2016;142.26;142.52;140.99;141.25;104.79;1,721,881
Apr 19, 2016;142.07;142.78;141.36;141.85;105.23;2,211,524
Apr 18, 2016;140.86;142.03;140.79;141.76;105.17;1,371,334
Apr 15, 2016;140.74;141.30;140.64;141.12;104.69;1,694,732
Apr 14, 2016;141.30;141.30;140.37;140.60;104.31;1,451,226
Apr 13, 2016;140.86;141.22;140.23;140.96;104.58;1,848,896
Apr 12, 2016;139.64;140.80;139.57;140.49;104.23;1,957,254
Apr 11, 2016;139.73;140.43;139.27;139.29;103.34;1,819,236
Apr 8, 2016;140.23;140.46;138.88;139.32;103.36;2,068,243
Apr 7, 2016;138.70;139.82;138.17;139.77;103.69;3,263,047
Apr 6, 2016;138.24;139.70;137.83;139.47;103.47;2,502,271
Apr 5, 2016;138.11;139.26;137.67;138.64;102.85;1,934,410
Apr 4, 2016;139.72;140.04;138.73;139.13;103.22;2,419,269
Apr 1, 2016;138.49;140.25;137.78;140.08;103.92;2,405,874
Mar 31, 2016;139.42;140.05;139.21;139.32;103.36;2,125,531
Mar 30, 2016;138.27;139.82;138.09;139.42;103.43;2,625,579
Mar 29, 2016;137.90;137.95;136.39;137.45;101.97;3,019,900
Mar 28, 2016;137.90;139.34;137.61;139.03;103.14;2,794,693
Mar 24, 2016;136.86;137.58;136.33;137.51;102.01;2,235,085
Mar 23, 2016;137.63;137.95;136.67;137.35;101.90;2,756,780
Mar 22, 2016;137.54;138.38;137.45;137.88;102.29;2,566,975
Mar 21, 2016;138.00;138.22;137.47;137.83;102.25;2,505,740
Mar 18, 2016;137.25;138.24;137.04;138.24;102.55;7,000,188
Mar 17, 2016;136.42;137.42;136.15;136.91;101.57;3,336,840
Mar 16, 2016;135.42;136.54;135.05;136.20;101.04;2,305,529
Mar 15, 2016;133.91;135.87;133.24;135.79;100.74;2,186,168
Mar 14, 2016;135.13;136.10;134.62;135.29;100.37;2,089,771
Mar 11, 2016;134.73;135.49;134.32;135.35;100.41;2,029,851
Mar 10, 2016;134.42;134.45;132.34;133.69;99.18;2,243,337
Mar 9, 2016;134.20;134.43;133.38;133.85;99.30;2,252,068
Mar 8, 2016;133.28;134.29;133.24;133.95;99.37;2,416,040
Mar 7, 2016;133.76;134.26;132.25;134.26;99.60;2,407,309
Mar 4, 2016;133.33;134.02;132.88;133.84;99.29;2,112,495
Mar 3, 2016;133.29;133.52;132.53;133.26;98.86;2,303,496
Mar 2, 2016;132.84;133.68;132.56;133.29;98.88;2,161,411
Mar 1, 2016;132.73;133.53;131.78;133.44;98.99;2,636,104
Feb 29, 2016;132.12;133.04;131.12;131.16;97.31;2,383,867
Feb 26, 2016;133.07;133.36;132.17;132.33;98.17;2,205,065
Feb 25, 2016;131.72;132.94;131.28;132.93;98.62;2,054,848
Feb 24, 2016;129.46;131.79;128.46;131.45;97.52;2,317,609
Feb 23, 2016;131.80;131.85;129.74;130.58;96.87;2,299,669
